11.19;111.252;8010.14;69800;69600;69500;УФА;Труба проф;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12;
10.64;111.948;7590.07;65300;65100;65000;БРЯНСК;Труба проф;80 *80*4,0;(12м);ТУ 1373-001-002422-17-2016;Труба проф;12;
5.82;111.960;7590.89;65300;65100;65000;ВОРОНЕЖ;Труба проф;80 *80*4,0;(12м);ТУ 1373-001-002422-17-2016;Труба проф;12;
11.75;111.948;7534.10;64800;64600;64500;КАЛУГА;Труба проф;80 *80*4,0;(12м);ТУ 1373-001-002422-17-2016;Труба проф;12;
0.56;111.960;7590.89;65300;65100;65000;РЯЗАНЬ;Труба проф;80 *80*4,0;(12м);ТУ 1373-001-002422-17-2016;Труба проф;12;
1.80;112.428;7847.47;69800;69600;69500;ТЮМЕНЬ;Труба проф;80 *80*4,0;(12м+нд);Северсталь;Труба проф;12;
32.58;111.960;8038.73;69300;69100;69000;БЕЛГОРОД_КРЕЙДА;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
17.91;111.960;7926.77;68300;68100;68000;БРЯНСК;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
24.97;111.948;9045.40;78300;78100;78000;ВЛАДИКАВКАЗ;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
20.15;111.960;7893.18;68000;67800;67700;ВЛАДИМИР;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
12.76;111.972;8173.96;70800;70600;70500;ВОЛГОГРАД;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
9.85;111.960;7646.87;68300;68100;68000;ВОЛОГДА;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
21.12;111.948;7925.92;68300;68100;68000;ВОРОНЕЖ;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
5.26;111.958;7915.40;69800;69600;69500;ИЖЕВСК;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
52.17;111.948;8149.81;70300;70100;70000;КАЗАНЬ;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
12.65;111.948;7869.94;67800;67600;67500;КАЛУГА;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
31.01;111.948;8037.87;69300;69100;69000;ЛИПЕЦК;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
32.80;111.960;7814.81;67300;67100;67000;ЛОБНЯ;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
3.69;111.966;8968.48;78300;78100;78000;МАХАЧКАЛА;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
9.74;111.972;8912.97;77800;77600;77500;НАЛЬЧИК;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
11.31;111.948;7981.89;68800;68600;68500;НИЖНИЙ;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
4.03;111.960;8710.49;75600;75400;75300;НОВОЧЕРКАССК;Труба проф;80 *80*4,0;(12м);ГОСТ 8639-82;Труба проф;12;
10.61;85.560;5800.97;65300;65100;65000;БРЯНСК;Труба проф;80 *80*3,0;(12м);ТУ 1373-001-002422-17-2016;Труба проф;12;
8.81;85.560;5758.19;64800;64600;64500;КАЛУГА;Труба проф;80 *80*3,0;(12м);ТУ 1373-001-002422-17-2016;Труба проф;12;
1.80;85.548;5817.26;65800;65600;65500;КУРСК;Труба проф;80 *80*3,0;(12м);ТУ 1373-001-002422-17-2016;Труба проф;12;
6.59;85.560;5800.97;65300;65100;65000;ОРЕЛ;Труба проф;80 *80*3,0;(12м);ТУ 1373-001-002422-17-2016;Труба проф;12;
0.09;85.548;6612.86;74300;74100;74000;РОСТОВ;Труба проф;80 *80*3,0;(12м);ТУ 1373-001-002422-17-2016;Труба проф;12;
1.54;85.548;5800.15;65300;65100;65000;РЯЗАНЬ;Труба проф;80 *80*3,0;(12м);ТУ 1373-001-002422-17-2016;Труба проф;12;
0.26;85.560;5715.41;64300;64100;64000;ЧЕХОВ;Труба проф;80 *80*3,0;(12м);ТУ 1373-001-002422-17-2016;Труба проф;12;
0.09;85.548;5748.83;65000;64800;64700;ЯРОСЛАВЛЬ;Труба проф;80 *80*3,0;(12м);ТУ 1373-001-002422-17-2016;Труба проф;12;
2.57;85.559;5758.13;67300;67100;67000;ЕКАТЕРИНБУРГ;Труба проф;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12.1;
21.45;85.111;5770.55;67800;67600;67500;ЕКАТЕРИНБУРГ-НОВЫЙ;Труба проф;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12.1;
15.31;85.248;6206.05;70300;70100;70000;КАЗАНЬ;Труба проф;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
6.99;85.116;5941.10;69800;69600;69500;КИРОВ;Труба проф;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
0.08;85.045;5936.15;67300;67100;67000;ЛОБНЯ;Труба проф;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
1.70;85.248;6069.66;70300;70100;70000;ОРЕНБУРГ;Труба проф;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
9.19;85.111;5940.78;69800;69600;69500;ТЮМЕНЬ;Труба проф;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12.1;
0.08;84.840;5964.25;67300;67100;67000;УГЛИ;Труба проф;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
7.06;85.140;6130.08;69800;69600;69500;УФА;Труба проф;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
34.99;85.139;5814.98;68300;68100;68000;ЧЕЛЯБИНСК;Труба проф;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
7.13;111.574;7508.94;67300;67100;67000;ЕКАТЕРИНБУРГ;Труба проф;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12.1;
11.98;110.921;7520.42;67800;67600;67500;ЕКАТЕРИНБУРГ-НОВЫЙ;Труба проф;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12.1;
2.11;111.276;7767.06;69800;69600;69500;КИРОВ;Труба проф;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12;
1.67;111.285;7923.52;70300;70100;70000;ОРЕНБУРГ;Труба проф;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12.07;
0.11;111.108;8033.11;69800;69600;69500;САМАРА;Труба проф;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12;
2.18;41.160;3716.75;85800;85600;85500;УЛЬЯНОВСК;Труба проф Ст09Г2С;60 *60*4,0;(6м);ГОСТ 8639;Труба проф;6;
0.73;41.124;3713.50;86300;86100;86000;УФА;Труба проф Ст09Г2С;60 *60*4,0;(6м);ГОСТ 8639;Труба проф;6;
0.29;97.584;9992.60;99900;99700;99600;ОРЕЛ;Труба проф Ст09Г2С;60 *60*5,0;(12м);ГОСТ30245;Труба проф;12;
0.29;97.548;10808.32;107800;107600;107500;РОСТОВ;Труба проф Ст09Г2С;60 *60*5,0;(12м);ГОСТ30245;Труба проф;12;
3.31;97.550;9940.39;98900;98700;98600;УГЛИ;Труба проф Ст09Г2С;60 *60*5,0;(12м);ГОСТ30245;Труба проф;12;
12.78;97.560;10107.22;101400;101200;101100;УФА;Труба проф Ст09Г2С;60 *60*5,0;(12м);ГОСТ30245;Труба проф;12;
6.73;97.550;9745.28;99900;99700;99600;ЧЕЛЯБИНСК;Труба проф Ст09Г2С;60 *60*5,0;(12м);ГОСТ30245;Труба проф;12;
2.53;48.780;4038.98;78300;78100;78000;БЕЛГОРОД_КРЕЙДА;Труба проф;60 *60*5;(6м);ГОСТ 30245;Труба проф;6;
0.05;48.780;4038.98;78300;78100;78000;БРЯНСК;Труба проф;60 *60*5;(6м);ГОСТ 30245;Труба проф;6;
0.73;48.780;4029.23;78100;77900;77800;ВЛАДИМИР;Труба проф;60 *60*5;(6м);ГОСТ 30245;Труба проф;6;
2.93;48.780;4014.59;77800;77600;77500;КАЛУГА;Труба проф;60 *60*5;(6м);ГОСТ 30245;Труба проф;6;
1.46;48.780;3990.20;77300;77100;77000;ЛОБНЯ;Труба проф;60 *60*5;(6м);ГОСТ 30245;Труба проф;6;
0.29;48.780;4087.76;79300;79100;79000;ПИТЕР_ФОРНОСОВО;Труба проф;60 *60*5;(6м);ГОСТ 30245;Труба проф;6;
0.63;48.780;4024.35;78000;77800;77700;ТУЛА_ПЛЕХАНОВО;Труба проф;60 *60*5;(6м);ГОСТ 30245;Труба проф;6;
4.31;25.536;2254.83;81300;81100;81000;КАЗАНЬ;Труба проф;70 *70*2;(6м);Северсталь;Труба проф;6;
0.03;25.530;2177.71;78300;78100;78000;ЛОБНЯ;Труба проф;70 *70*2;(6м);Северсталь;Труба проф;6;
18.38;25.530;2292.59;79800;79600;79500;РОСТОВ;Труба проф;70 *70*2;(6м);Северсталь;Труба проф;6;
0.03;25.530;2241.53;80800;80600;80500;ТИТАРОВКА;Труба проф;70 *70*2;(6м);Северсталь;Труба проф;6;
16.57;25.530;2254.30;78300;78100;78000;УГЛИ;Труба проф;70 *70*2;(6м);Северсталь;Труба проф;6;
0.71;25.560;2231.39;80300;80100;80000;УЛЬЯНОВСК;Труба проф;70 *70*2;(6м);Северсталь;Труба проф;6;
0.07;73.920;5477.47;74100;73900;73800;ВОЛОГДА;Труба проф;70 *70*3,0;(12м);Северсталь;Труба проф;12;
13.65;74.592;5877.85;76300;76100;76000;КАЗАНЬ;Труба проф;70 *70*3,0;(12м);Северсталь;Труба проф;12;
12.27;40.920;3019.90;69300;69100;69000;ПИТЕР_ФОРНОСОВО;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
12.40;40.920;3347.26;77300;77100;77000;ПЯТИГОРСК;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
7.69;40.926;3306.82;75800;75600;75500;РОСТОВ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
2.82;40.920;2970.79;68100;67900;67800;РЯЗАНЬ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
7.12;40.920;3040.36;69800;69600;69500;САМАРА;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
5.52;40.920;3019.90;69300;69100;69000;САРАТОВ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
26.96;40.926;3331.38;76900;76700;76600;СТАВРОПОЛЬ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
4.62;40.920;2897.14;67800;67600;67500;СТАРЫЙ ОСКОЛ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
2.54;40.920;3019.90;69800;69600;69500;СЫЗРАНЬ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
7.28;40.920;2950.33;68100;67900;67800;ТВЕРЬ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
22.10;40.926;3327.28;76800;76600;76500;ТИТАРОВКА;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
1.43;40.920;2966.70;68000;67800;67700;ТУЛА_ПЛЕХАНОВО;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
5.02;41.194;2854.77;69300;69100;69000;ТЮМЕНЬ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6.05;
17.19;40.920;2958.52;67300;67100;67000;УГЛИ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
15.50;40.980;3024.32;69300;69100;69000;УЛЬЯНОВСК;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
10.92;41.058;3030.08;69800;69600;69500;УФА;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
4.87;40.923;3020.12;69800;69600;69500;ЧЕБОКСАРЫ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
7.37;40.920;2835.76;69300;69100;69000;ЧЕЛНЫ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
21.87;41.124;2808.77;68300;68100;68000;ЧЕЛЯБИНСК;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
1.92;40.920;2946.24;68000;67800;67700;ЧЕРЕПОВЕЦ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
7.69;40.920;2938.06;67300;67100;67000;ЧЕХОВ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
10.31;40.920;2938.06;67800;67600;67500;ЯРОСЛАВЛЬ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
5.02;41.124;3734.06;86300;86100;86000;САМАРА;Труба проф Ст09Г2С;60 *60*4,0;(6м);ГОСТ 8639;Труба проф;6;
15.49;110.640;9216.31;80300;80100;80000;УГЛИ;Труба проф ст09Г2С;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12;
5.31;110.640;9437.59;82800;82600;82500;УЛЬЯНОВСК;Труба проф ст09Г2С;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12;
7.99;111.000;9490.50;83300;83100;83000;УФА;Труба проф ст09Г2С;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12;
19.87;111.250;9267.09;83300;83100;83000;ЧЕЛЯБИНСК;Труба проф ст09Г2С;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12;
0.05;27.151;1976.60;72800;72600;72500;ЕКАТЕРИНБУРГ;Труба проф;80 *40*2,5;(6м);ГОСТ8645-68;Труба проф;6.1;
18.24;26.586;2307.66;76800;76600;76500;РОСТОВ;Труба проф;80 *40*2,5;(6м);ГОСТ8645-68;Труба проф;6;
0.03;26.586;2174.73;74800;74600;74500;САРАТОВ;Труба проф;80 *40*2,5;(6м);ГОСТ8645-68;Труба проф;6;
10.53;26.583;2254.24;77800;77600;77500;ТИТАРОВКА;Труба проф;80 *40*2,5;(6м);ГОСТ8645-68;Труба проф;6;
0.13;26.712;2144.97;75300;75100;75000;УФА;Труба проф;80 *40*2,5;(6м);ГОСТ8645-68;Труба проф;6;
0.02;22.002;886.68;40300;40300;40300;ЛОБНЯ;Труба проф;80*40*2,0;6м+нд;Скидка;Труба проф;6;
1.70;21.542;1484.27;68900;68900;68900;ЧЕБОКСАРЫ;Труба проф;80*40*2,0;6м+нд;Скидка;Труба проф;6;
0.30;42.720;2554.66;59800;59800;59800;БРЯНСК;Труба проф;80*40*2,0;12м+нд;Скидка;Труба проф;12;
0.04;21.504;1333.25;62000;62000;62000;ОРЕЛ;Труба проф;80*40*2,0;12м+нд;Скидка;Труба проф;12;
11.22;135.252;11537.00;82800;82600;82500;КАЗАНЬ;Труба проф ст09Г2С;80 *80*5,0;(12м);ГОСТ 30245-03;Труба проф;12;
10.84;135.576;11971.36;85300;85100;85000;РОСТОВ;Труба проф ст09Г2С;80 *80*5,0;(12м);ГОСТ 30245-03;Труба проф;12;
0.13;135.252;11604.62;83300;83100;83000;САМАРА;Труба проф ст09Г2С;80 *80*5,0;(12м);ГОСТ 30245-03;Труба проф;12;
14.77;135.576;11971.36;85800;85600;85500;ТИТАРОВКА;Труба проф ст09Г2С;80 *80*5,0;(12м);ГОСТ 30245-03;Труба проф;12;
12.34;135.582;11293.98;80300;80100;80000;УГЛИ;Труба проф ст09Г2С;80 *80*5,0;(12м);ГОСТ 30245-03;Труба проф;12;
10.28;135.504;11585.59;83300;83100;83000;УФА;Труба проф ст09Г2С;80 *80*5,0;(12м);ГОСТ 30245-03;Труба проф;12;
21.02;135.500;11287.18;83300;83100;83000;ЧЕЛЯБИНСК;Труба проф ст09Г2С;80 *80*5,0;(12м);ГОСТ 30245-03;Труба проф;12;
11.41;158.496;13915.95;85300;85100;85000;РОСТОВ;Труба проф ст09Г2С;80 *80*6,0;(12м);ГОСТ 30245;Труба проф;12;
8.88;158.496;13519.71;83300;83100;83000;САМАРА;Труба проф ст09Г2С;80 *80*6,0;(12м);ГОСТ 30245;Труба проф;12;
0.37;74.599;6199.19;81300;81100;81000;МАХАЧКАЛА;Труба проф;70 *70*3,0;(12м);Северсталь;Труба проф;12;
0.37;74.592;6027.03;77800;77600;77500;РОСТОВ;Труба проф;70 *70*3,0;(12м);Северсталь;Труба проф;12;
4.18;74.592;5691.37;73300;73100;73000;УГЛИ;Труба проф;70 *70*3,0;(12м);Северсталь;Труба проф;12;
22.66;97.236;7662.20;76300;76100;76000;КАЗАНЬ;Труба проф;70 *70*4,0;(12м+нд);Северсталь;Труба проф;12;
19.93;97.240;7905.58;78800;78600;78500;ТИТАРОВКА;Труба проф;70 *70*4,0;(12м+нд);Северсталь;Труба проф;12;
1.56;97.236;7419.11;73300;73100;73000;УГЛИ;Труба проф;70 *70*4,0;(12м+нд);Северсталь;Труба проф;12;
9.98;118.800;9361.44;76300;76100;76000;КАЗАНЬ;Труба проф;70 *70*5,0;(12м+нд);Северсталь;Труба проф;12;
14.97;118.812;9600.01;77800;77600;77500;РОСТОВ;Труба проф;70 *70*5,0;(12м+нд);Северсталь;Труба проф;12;
12.47;118.810;9659.22;78800;78600;78500;ТИТАРОВКА;Труба проф;70 *70*5,0;(12м+нд);Северсталь;Труба проф;12;
2.21;85.075;7001.68;82300;82100;82000;ЕКАТЕРИНБУРГ-НОВЫЙ;Труба проф ст09Г2С;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12.1;
7.56;84.828;7235.83;82800;82600;82500;КАЗАНЬ;Труба проф ст09Г2С;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
12.81;84.840;7491.37;85300;85100;85000;РОСТОВ;Труба проф ст09Г2С;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
7.55;84.840;7279.27;83300;83100;83000;САМАРА;Труба проф ст09Г2С;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
1.19;85.048;7509.70;85800;85600;85500;ТИТАРОВКА;Труба проф ст09Г2С;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
10.94;84.840;7236.85;82800;82600;82500;УЛЬЯНОВСК;Труба проф ст09Г2С;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
16.80;85.277;7103.56;83300;83100;83000;ЧЕЛЯБИНСК;Труба проф ст09Г2С;80 *80*3,0;(12м);ГОСТ 30245-03;Труба проф;12;
22.54;85.055;7510.34;85800;85600;85500;ТИТАРОВКА;Труба проф ст09Г2С;80 *80*3,0;(12м);ГОСТ 30245-03 Северсталь;Труба проф;12;
17.69;85.049;7084.57;80300;80100;80000;УГЛИ;Труба проф ст09Г2С;80 *80*3,0;(12м);ГОСТ 30245-03 Северсталь;Труба проф;12;
1.02;85.045;7084.27;83300;83100;83000;ЧЕЛЯБИНСК;Труба проф ст09Г2С;80 *80*3,0;(12м);ГОСТ 30245-03 Северсталь;Труба проф;12;
7.44;111.005;9135.74;82300;82100;82000;ЕКАТЕРИНБУРГ-НОВЫЙ;Труба проф ст09Г2С;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12.1;
10.75;111.192;9484.68;82800;82600;82500;КАЗАНЬ;Труба проф ст09Г2С;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12;
11.62;110.628;9768.45;85300;85100;85000;РОСТОВ;Труба проф ст09Г2С;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12;
22.74;110.916;9793.88;85800;85600;85500;ТИТАРОВКА;Труба проф ст09Г2С;80 *80*4,0;(12м);ГОСТ 30245-03;Труба проф;12;
3.36;31.998;2585.44;77800;77600;77500;МАХАЧКАЛА;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
6.30;31.500;2529.45;77300;77100;77000;НАЛЬЧИК;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
5.83;31.500;2308.95;68800;68600;68500;НИЖНИЙ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
1.00;31.560;2496.40;75100;74900;74800;НОВОЧЕРКАССК;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
11.78;31.500;2293.20;68300;68100;68000;ОРЕЛ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
13.69;31.605;2269.24;70300;70100;70000;ОРЕНБУРГ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6.02;
13.79;31.500;2308.95;68800;68600;68500;ПЕНЗА;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
3.27;31.500;2324.70;69300;69100;69000;ПИТЕР_ФОРНОСОВО;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
8.50;31.500;2529.45;75800;75600;75500;ПЯТИГОРСК;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
16.49;31.530;2500.33;74300;74100;74000;РОСТОВ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
6.52;31.500;2286.90;68100;67900;67800;РЯЗАНЬ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
23.25;31.500;2340.45;69800;69600;69500;САМАРА;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
13.17;31.500;2324.70;69300;69100;69000;САРАНСК;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
8.84;31.500;2324.70;69300;69100;69000;САРАТОВ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
41.14;31.500;2516.85;75400;75200;75100;СТАВРОПОЛЬ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
11.50;31.500;2230.20;67800;67600;67500;СТАРЫЙ ОСКОЛ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
2.55;31.500;2324.70;69800;69600;69500;СЫЗРАНЬ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
9.92;31.500;2271.15;68100;67900;67800;ТВЕРЬ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
36.47;31.506;2514.18;75300;75100;75000;ТИТАРОВКА;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
9.17;31.500;2283.75;68000;67800;67700;ТУЛА_ПЛЕХАНОВО;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
7.65;31.599;2189.82;69300;69100;69000;ТЮМЕНЬ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6.05;
20.72;31.500;2277.45;67300;67100;67000;УГЛИ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
4.99;26.664;2317.10;86900;86600;86500;ЧЕЛЯБИНСК;Труба проф Ст09Г2С;60 *60*2,5;(6м);ГОСТ 8639;Труба проф;6;
10.46;63.000;5058.90;77800;77600;77500;ВЛАДИКАВКАЗ;Труба проф;60 *60*3,0;(12м);ГОСТ 8639-82;Труба проф;12;
4.37;63.120;4576.20;70300;70100;70000;ВОЛГОГРАД;Труба проф;60 *60*3,0;(12м);ГОСТ 8639-82;Труба проф;12;
3.65;63.000;4983.30;77300;77100;77000;НАЛЬЧИК;Труба проф;60 *60*3,0;(12м);ГОСТ 8639-82;Труба проф;12;
0.06;63.000;4869.90;75100;74900;74800;НОВОЧЕРКАССК;Труба проф;60 *60*3,0;(12м);ГОСТ 8639-82;Труба проф;12;
0.06;63.000;4932.90;75800;75600;75500;ПЯТИГОРСК;Труба проф;60 *60*3,0;(12м);ГОСТ 8639-82;Труба проф;12;
17.77;63.000;4869.90;74300;74100;74000;РОСТОВ;Труба проф;60 *60*3,0;(12м);ГОСТ 8639-82;Труба проф;12;
3.21;63.000;4901.40;75300;75100;75000;ТИТАРОВКА;Труба проф;60 *60*3,0;(12м);ГОСТ 8639-82;Труба проф;12;
18.11;31.500;2277.45;67800;67600;67500;БЕЛГОРОД_КРЕЙДА;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
8.79;31.500;2293.20;68300;68100;68000;БРЯНСК;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
28.44;31.500;2592.45;77800;77600;77500;ВЛАДИКАВКАЗ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
9.61;31.500;2286.90;68100;67900;67800;ВЛАДИМИР;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
3.15;31.500;2340.45;70300;70100;70000;ВОЛГОГРАД;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
6.99;31.500;2145.15;68100;67900;67800;ВОЛОГДА;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
11.46;31.500;2261.70;67300;67100;67000;ВОРОНЕЖ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
4.16;31.926;2148.61;67300;67100;67000;ЕКАТЕРИНБУРГ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6.05;
8.35;31.500;2245.95;69800;69600;69500;ИЖЕВСК;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
14.95;31.944;2389.41;70300;70100;70000;КАЗАНЬ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6.05;
7.12;31.500;2277.45;67800;67600;67500;КАЛУГА;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
1.01;31.662;2210.01;69800;69600;69500;КИРОВ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
20.29;31.500;2261.70;67800;67600;67500;КУРСК;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
17.23;31.500;2277.45;67800;67600;67500;ЛИПЕЦК;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
23.50;31.500;2261.70;67300;67100;67000;ЛОБНЯ;Труба проф;60 *60*3,0;(6м);ГОСТ 8639-82;Труба проф;6;
12.76;40.920;2958.52;67800;67600;67500;БЕЛГОРОД_КРЕЙДА;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
8.06;40.920;2978.98;68300;68100;68000;БРЯНСК;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
1.23;40.926;3429.60;79300;79100;79000;ВЛАДИКАВКАЗ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
7.53;40.920;2970.79;68100;67900;67800;ВЛАДИМИР;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
9.29;40.920;3040.36;70300;70100;70000;ВОЛГОГРАД;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
6.67;40.920;2786.65;68100;67900;67800;ВОЛОГДА;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
9.16;40.920;2938.06;67300;67100;67000;ВОРОНЕЖ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
4.04;41.442;2789.08;67300;67100;67000;ЕКАТЕРИНБУРГ;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6.05;
8.06;40.920;2917.60;69800;69600;69500;ИЖЕВСК;Труба проф;60 *60*4;(6м);ГОСТ 8639-82;Труба проф;6;
